Date,Close/Last,Volume,Open,High,Low
08/02/2023,$113.25,2300594,$114.74,$114.74,$111.66
08/01/2023,$116.48,2889658,$116.25,$116.92,$115.27
07/31/2023,$117.02,3082308,$115.17,$117.05,$115.09
07/28/2023,$114.85,2062716,$116.13,$116.30,$114.36
07/27/2023,$114.02,2582199,$115.12,$116.63,$113.53
07/26/2023,$114.04,2665991,$115.06,$116.61,$113.80
07/25/2023,$114.51,2586155,$117.34,$117.53,$114.32
07/24/2023,$117.22,3173574,$115.53,$117.49,$115.10
07/21/2023,$115.57,5496505,$116.44,$118.69,$113.525
07/20/2023,$114.99,5867267,$114.99,$116.77,$113.66
07/19/2023,$117.96,3486544,$116.56,$118.955,$116.06
07/18/2023,$116.07,3081826,$113.91,$116.58,$113.75
07/17/2023,$113.43,1654070,$111.08,$113.83,$111.01
07/14/2023,$111.55,1784373,$114.57,$114.8589,$111.15
07/13/2023,$114.18,1554637,$112.96,$114.48,$112.61
07/12/2023,$112.74,1825214,$114.20,$114.9226,$112.25
07/11/2023,$112.20,2940071,$110.50,$112.54,$109.715
07/10/2023,$109.45,3185454,$107.90,$110.31,$107.81
07/07/2023,$108.04,1449651,$107.16,$109.27,$106.82
07/06/2023,$107.26,2072578,$107.50,$107.58,$105.55
07/05/2023,$109.12,2574338,$109.50,$110.59,$108.68
07/03/2023,$111.05,826630,$109.47,$111.49,$109.20
06/30/2023,$109.37,2212868,$110.42,$110.94,$108.73
06/29/2023,$109.26,2722691,$109.05,$109.67,$107.98
06/28/2023,$109.26,2561488,$108.47,$109.29,$106.88
06/27/2023,$108.70,1659601,$106.20,$109.245,$106.10
06/26/2023,$106.22,1805617,$106.94,$109.16,$106.18
06/23/2023,$106.60,2271590,$105.50,$107.39,$105.15
06/22/2023,$106.91,1562992,$107.93,$107.93,$106.085
06/21/2023,$108.28,1741568,$108.69,$109.41,$107.95
06/20/2023,$109.12,2230452,$109.23,$109.76,$108.34
06/16/2023,$110.07,4280950,$112.02,$112.235,$109.5676
06/15/2023,$111.65,2928757,$111.11,$112.09,$108.56
06/14/2023,$112.33,2376521,$114.00,$114.905,$111.68
06/13/2023,$113.65,2682794,$111.89,$114.12,$111.33
06/12/2023,$111.83,2105335,$111.12,$112.58,$110.75
06/09/2023,$111.49,2141603,$112.24,$112.375,$110.6474
06/08/2023,$111.63,2985247,$113.00,$113.45,$110.75
06/07/2023,$113.54,2415795,$112.63,$114.105,$112.26
06/06/2023,$112.02,3404591,$109.11,$112.45,$109.00
06/05/2023,$109.00,2035916,$110.96,$110.10,$108.99
06/02/2023,$110.49,4997566,$108.34,$111.375,$107.885
06/01/2023,$106.24,3424499,$105.03,$106.91,$103.69
05/31/2023,$104.21,5192376,$103.60,$104.75,$101.64
05/30/2023,$104.71,3313332,$103.21,$105.05,$102.595
05/26/2023,$102.85,3093056,$100.48,$103.10,$100.02
05/25/2023,$99.92,2796823,$99.49,$100.60,$98.72
05/24/2023,$99.49,2577182,$101.31,$102.04,$98.78
05/23/2023,$102.17,4960362,$99.50,$103.87,$99.41
05/22/2023,$99.45,2843482,$98.44,$100.075,$98.29
05/19/2023,$97.93,5464732,$99.51,$99.99,$96.525
05/18/2023,$99.23,5913866,$94.69,$99.575,$94.21
05/17/2023,$94.69,4784051,$92.01,$94.84,$91.11
05/16/2023,$90.95,8302983,$94.00,$94.45,$90.87
05/15/2023,$89.12,2541612,$86.98,$89.25,$86.55
05/12/2023,$86.34,2640973,$87.37,$87.51,$85.515
05/11/2023,$87.42,3009885,$86.11,$87.53,$85.225
05/10/2023,$87.04,2156307,$90.45,$90.93,$86.0764
05/09/2023,$89.01,2002975,$87.99,$89.39,$87.375
05/08/2023,$89.07,3118089,$88.81,$89.65,$88.32
05/05/2023,$88.01,2692362,$87.45,$89.39,$87.05
05/04/2023,$85.63,5271262,$86.71,$87.205,$83.93
05/03/2023,$88.03,4820463,$89.89,$90.50,$87.57
05/02/2023,$89.55,6385646,$91.70,$92.69,$88.295
05/01/2023,$93.17,3047517,$97.29,$97.478,$92.85
04/28/2023,$97.30,5343381,$93.00,$98.20,$92.00
04/27/2023,$95.99,5042900,$95.05,$97.00,$94.06
04/26/2023,$94.42,2271439,$95.20,$95.98,$93.55
04/25/2023,$94.95,2635168,$94.88,$95.82,$94.565
04/24/2023,$96.34,1404341,$96.49,$96.725,$95.82
04/21/2023,$96.59,2540788,$96.87,$97.17,$95.19
04/20/2023,$97.27,2247199,$97.70,$97.70,$96.25
04/19/2023,$99.30,2191248,$98.10,$99.675,$96.95
04/18/2023,$97.55,2549454,$98.00,$98.035,$96.20
04/17/2023,$97.83,2505449,$95.51,$97.86,$93.9975
04/14/2023,$96.58,2752929,$97.78,$98.495,$95.925
04/13/2023,$95.88,2438938,$95.56,$96.53,$94.53
04/12/2023,$95.69,3419221,$99.29,$99.49,$95.30
04/11/2023,$98.43,2899840,$96.13,$99.15,$95.56
04/10/2023,$95.22,2422007,$93.40,$95.44,$92.45
04/06/2023,$94.93,2045893,$94.90,$95.68,$94.37
04/05/2023,$94.84,2853837,$95.60,$95.60,$92.94
04/04/2023,$96.63,2927152,$97.45,$97.94,$95.05
04/03/2023,$96.32,2060463,$96.05,$97.3799,$95.25
03/31/2023,$96.16,2534044,$94.94,$96.36,$94.02
03/30/2023,$94.18,3410907,$95.52,$96.3199,$93.95
03/29/2023,$94.12,2629821,$92.96,$94.24,$92.26
03/28/2023,$91.12,1941800,$90.71,$92.39,$90.69
03/27/2023,$91.75,2466911,$93.28,$93.7831,$90.63
03/24/2023,$90.45,3069230,$88.10,$90.65,$86.8395
03/23/2023,$89.91,4584146,$91.34,$92.83,$88.295
03/22/2023,$91.01,2689854,$94.80,$95.40,$90.96
03/21/2023,$94.56,4360698,$93.90,$95.835,$93.3554
03/20/2023,$90.24,4952733,$90.96,$93.60,$89.65
03/17/2023,$89.71,6716513,$92.61,$92.645,$89.43
03/16/2023,$93.56,3983691,$90.89,$94.61,$89.44
03/15/2023,$92.93,6946198,$91.54,$93.04,$89.56
03/14/2023,$96.07,5396238,$96.92,$99.20,$94.12
03/13/2023,$93.32,7336440,$94.68,$96.08,$90.62
03/10/2023,$98.19,5669085,$99.62,$101.43,$96.45
03/09/2023,$100.94,2790606,$104.68,$105.08,$100.61
03/08/2023,$104.94,2338535,$106.05,$106.779,$104.22
03/07/2023,$105.51,2823060,$107.89,$108.44,$105.16
03/06/2023,$108.50,1758656,$109.63,$110.26,$108.09
03/03/2023,$109.78,1725484,$109.15,$110.37,$108.225
03/02/2023,$108.19,2178733,$106.68,$108.535,$105.84
03/01/2023,$108.58,1976205,$109.49,$109.82,$108.09
02/28/2023,$109.08,2777526,$109.44,$110.59,$109.01
02/27/2023,$109.03,1792413,$111.00,$111.59,$108.82
02/24/2023,$109.64,1932037,$107.56,$109.75,$107.27
02/23/2023,$109.51,2031039,$109.58,$110.90,$107.29
02/22/2023,$108.59,2120176,$108.57,$109.48,$107.80
02/21/2023,$108.15,3325311,$110.34,$110.34,$107.81
02/17/2023,$111.17,2651615,$110.89,$111.46,$109.22
02/16/2023,$111.55,2284435,$112.90,$113.72,$111.51
02/15/2023,$114.63,2097163,$113.76,$115.89,$112.96
02/14/2023,$115.35,2831086,$116.44,$117.40,$114.2325
02/13/2023,$117.37,2157400,$114.97,$117.54,$114.47
02/10/2023,$115.39,1666613,$115.00,$115.81,$114.15
02/09/2023,$115.60,2180322,$117.70,$118.56,$114.93
02/08/2023,$117.22,2322250,$118.52,$119.325,$117.19
02/07/2023,$120.10,2953622,$117.55,$120.94,$117.35
02/06/2023,$117.64,2541933,$119.62,$120.06,$117.38
02/03/2023,$121.44,3205720,$118.79,$123.04,$117.75
02/02/2023,$121.82,5893538,$118.20,$123.09,$117.51
02/01/2023,$116.33,6732358,$113.00,$117.70,$111.93
01/31/2023,$119.00,4298581,$116.07,$119.02,$114.80
01/30/2023,$115.00,4310800,$116.44,$117.45,$115.00
01/27/2023,$117.58,3612448,$117.32,$119.44,$116.46
01/26/2023,$116.07,4884024,$116.50,$117.83,$114.53
01/25/2023,$116.09,10490270,$104.94,$116.68,$103.1149
01/24/2023,$106.51,3621418,$105.76,$108.89,$105.76
01/23/2023,$107.12,3567350,$104.29,$107.3507,$103.80
01/20/2023,$104.18,4136706,$99.05,$104.335,$98.88
01/19/2023,$97.91,5115561,$97.31,$98.57,$94.01
01/18/2023,$101.90,2670947,$103.35,$104.64,$101.85
01/17/2023,$103.63,3493422,$103.00,$104.3429,$102.37
01/13/2023,$102.85,3229379,$99.41,$103.36,$98.63
01/12/2023,$101.02,2581752,$102.62,$102.83,$99.675
01/11/2023,$101.79,4095117,$99.23,$102.68,$98.82
01/10/2023,$98.50,3196205,$96.60,$98.53,$95.35
01/09/2023,$97.45,4384127,$97.84,$99.43,$96.5814
01/06/2023,$97.07,3668605,$94.32,$97.76,$94.21
01/05/2023,$93.98,3406616,$92.50,$94.36,$91.53
01/04/2023,$95.80,3177540,$94.56,$97.98,$94.23
01/03/2023,$92.97,2619445,$92.66,$95.595,$92.41
12/30/2022,$92.96,2065520,$91.51,$93.07,$91.235
12/29/2022,$92.67,1740754,$90.12,$92.81,$89.9262
12/28/2022,$89.70,2231917,$91.07,$91.94,$89.54
12/27/2022,$90.75,1801691,$90.83,$91.4382,$89.91
12/23/2022,$90.69,1902561,$89.81,$90.76,$89.11
12/22/2022,$89.49,4602622,$88.45,$89.50,$87.22
12/21/2022,$89.72,4594875,$89.33,$90.35,$88.92
12/20/2022,$88.39,4167933,$87.77,$88.945,$87.31
12/19/2022,$87.87,5174620,$89.83,$90.48,$86.98
12/16/2022,$90.10,6729237,$91.75,$92.79,$89.22
12/15/2022,$93.85,3385057,$94.98,$95.49,$92.30
12/14/2022,$96.60,3348246,$98.24,$99.295,$95.18
12/13/2022,$98.86,3411838,$101.31,$103.22,$97.86
12/12/2022,$97.52,2809761,$94.93,$98.11,$94.235
12/09/2022,$94.41,1992776,$93.10,$95.405,$93.10
12/08/2022,$93.58,2786009,$93.79,$94.49,$92.50
12/07/2022,$93.23,2914021,$93.45,$94.97,$92.725
12/06/2022,$94.03,3408823,$95.10,$96.72,$92.76
12/05/2022,$95.02,3462496,$96.33,$96.89,$94.09
12/02/2022,$97.69,2915578,$98.15,$100.25,$97.50
12/01/2022,$99.32,2353109,$100.03,$102.07,$98.46
11/30/2022,$103.24,3160332,$102.15,$103.37,$98.50
11/29/2022,$102.08,1490045,$99.81,$102.16,$99.28
11/28/2022,$99.58,1629064,$100.12,$101.27,$99.13
11/25/2022,$101.72,589204,$101.14,$101.95,$100.90
11/23/2022,$101.63,1284402,$101.09,$102.00,$100.15
11/22/2022,$101.55,1947125,$102.09,$103.53,$101.05
11/21/2022,$101.31,2227279,$98.19,$101.41,$98.05
11/18/2022,$98.96,2773350,$101.14,$101.59,$98.215
11/17/2022,$99.44,2925090,$99.68,$100.01,$97.55
11/16/2022,$101.76,3455642,$103.96,$104.23,$100.16
11/15/2022,$103.56,5862149,$109.505,$110.14,$103.34
11/14/2022,$111.57,3096929,$114.40,$115.53,$111.44
11/11/2022,$116.25,4476354,$114.83,$118.40,$114.255
11/10/2022,$113.42,3764998,$106.55,$114.12,$106.55
11/09/2022,$101.47,1751523,$104.32,$104.32,$101.39
11/08/2022,$105.54,1801777,$104.74,$106.41,$103.98
11/07/2022,$104.74,2452386,$103.74,$104.79,$101.8413
11/04/2022,$102.53,2301336,$100.71,$102.72,$100.19
11/03/2022,$98.82,2622609,$100.96,$101.10,$98.35
11/02/2022,$103.21,2617928,$106.33,$107.66,$102.98
11/01/2022,$106.81,1907509,$107.49,$108.3299,$105.995
10/31/2022,$106.02,2886873,$106.07,$107.09,$105.05
10/28/2022,$107.10,4403240,$99.00,$107.42,$98.51
10/27/2022,$102.13,3468937,$103.14,$104.03,$101.53
10/26/2022,$101.92,2192035,$101.70,$103.555,$101.65
10/25/2022,$101.58,2769313,$97.22,$102.3468,$97.22
10/24/2022,$97.56,2836870,$97.57,$98.50,$96.43
10/21/2022,$96.25,3593573,$94.62,$96.25,$92.94
10/20/2022,$94.98,3535101,$95.20,$97.71,$94.33
10/19/2022,$95.23,2931148,$96.67,$97.87,$94.58
10/18/2022,$99.59,2309397,$100.00,$100.41,$98.05
10/17/2022,$97.47,1878538,$98.24,$98.85,$96.39
10/14/2022,$95.39,2866431,$98.92,$99.5943,$95.27
10/13/2022,$97.82,2806711,$92.75,$98.25,$90.71
10/12/2022,$93.49,1860035,$93.87,$94.82,$92.98
10/11/2022,$93.76,2486849,$92.34,$95.79,$92.19
10/10/2022,$93.05,1717556,$94.55,$95.12,$92.69
10/07/2022,$93.87,2958139,$95.29,$95.85,$93.32
10/06/2022,$96.73,2302107,$97.72,$98.46,$96.13
10/05/2022,$98.94,2515000,$97.44,$99.425,$96.861
10/04/2022,$99.87,3165773,$97.73,$99.97,$97.40
10/03/2022,$95.57,2158126,$94.10,$95.94,$91.96
09/30/2022,$92.17,2396467,$93.79,$94.61,$92.02
09/29/2022,$93.68,2463081,$93.34,$94.47,$91.94
09/28/2022,$95.04,3483636,$92.07,$95.66,$91.4201
09/27/2022,$91.39,2735997,$92.99,$93.45,$90.27
09/26/2022,$91.30,2547802,$92.95,$94.65,$90.85
09/23/2022,$93.78,2544336,$93.74,$95.00,$92.19
09/22/2022,$95.47,2446426,$99.62,$99.955,$95.35
09/21/2022,$99.49,3386159,$102.05,$103.40,$99.40
09/20/2022,$101.37,2833791,$101.00,$101.595,$99.57
09/19/2022,$102.48,1949845,$100.09,$102.85,$99.79
09/16/2022,$101.68,5629183,$101.56,$102.21,$99.42
09/15/2022,$102.77,3272074,$100.94,$104.785,$100.86
09/14/2022,$100.65,3350116,$101.54,$101.615,$98.53
09/13/2022,$101.04,3118641,$105.93,$106.33,$100.84
09/12/2022,$109.79,2208750,$109.68,$111.37,$109.15
09/09/2022,$108.32,1725865,$107.49,$108.95,$106.9725
09/08/2022,$106.44,2182363,$103.85,$106.56,$102.37
09/07/2022,$104.89,2402717,$101.69,$105.20,$101.69
09/06/2022,$102.17,2253705,$104.64,$104.93,$101.12
09/02/2022,$104.22,1863636,$106.72,$107.46,$103.65
09/01/2022,$104.81,2016658,$105.31,$105.46,$102.26
08/31/2022,$105.82,2845934,$107.36,$107.93,$105.67
08/30/2022,$106.83,1542843,$107.97,$108.025,$105.985
08/29/2022,$107.20,2329608,$108.85,$108.93,$106.61
08/26/2022,$109.82,2212353,$114.00,$114.41,$109.6776
08/25/2022,$113.66,1565522,$111.19,$113.68,$110.57
08/24/2022,$110.36,1662747,$109.85,$111.21,$108.84
08/23/2022,$109.81,1809702,$109.72,$111.33,$109.18
08/22/2022,$109.00,2271469,$109.84,$109.95,$107.89
08/19/2022,$112.21,2157239,$112.75,$113.105,$111.83
08/18/2022,$113.85,1699340,$113.79,$114.267,$112.81
08/17/2022,$113.61,1962689,$113.15,$114.25,$112.03
08/16/2022,$115.46,2191620,$113.51,$115.94,$112.68
08/15/2022,$113.66,2328445,$113.07,$114.19,$112.12
08/12/2022,$115.74,1594632,$116.34,$116.34,$114.56
08/11/2022,$115.27,2615191,$114.98,$116.55,$114.33
08/10/2022,$112.74,3480253,$109.08,$113.42,$108.50
08/09/2022,$106.38,1816544,$107.93,$108.015,$105.60
08/08/2022,$107.82,2890947,$107.00,$109.58,$106.96
08/05/2022,$106.33,2455528,$105.42,$107.061,$105.07
08/04/2022,$106.89,3323156,$107.46,$107.97,$106.11
08/03/2022,$109.06,1553839,$108.41,$109.53,$107.675
08/02/2022,$106.94,2209356,$108.84,$109.06,$106.85
08/01/2022,$109.73,1897956,$108.42,$110.02,$106.04
07/29/2022,$109.83,2366263,$107.93,$110.09,$107.599
07/28/2022,$107.71,3337094,$108.78,$109.34,$105.05
07/27/2022,$108.94,2613396,$107.54,$109.55,$106.45
07/26/2022,$106.36,2372007,$109.50,$110.41,$106.34
07/25/2022,$110.93,2435909,$109.70,$111.75,$107.87
07/22/2022,$108.93,4201496,$109.39,$111.8817,$107.53
07/21/2022,$114.27,3507759,$113.20,$114.58,$111.46
07/20/2022,$114.76,2092310,$112.55,$114.94,$112.45
07/19/2022,$113.02,2490490,$110.43,$113.78,$110.12
07/18/2022,$110.49,3418628,$110.45,$113.25,$109.71
07/15/2022,$108.15,4156650,$106.52,$108.98,$104.38
07/14/2022,$103.45,2788548,$102.68,$104.46,$101.98
07/13/2022,$105.53,2064551,$104.95,$106.275,$102.80
07/12/2022,$107.04,2510246,$104.00,$109.115,$103.75
07/11/2022,$107.17,1784232,$107.37,$108.91,$106.86
07/08/2022,$108.61,1879282,$109.50,$110.41,$107.39
07/07/2022,$108.84,2517065,$108.05,$109.50,$106.88
07/06/2022,$106.04,1576371,$106.26,$107.6799,$104.96
07/05/2022,$106.66,1890420,$103.68,$106.69,$102.49
07/01/2022,$106.82,1536780,$103.73,$107.5283,$103.72
06/30/2022,$104.19,2177895,$103.00,$106.04,$101.57
06/29/2022,$105.61,2438850,$107.90,$108.015,$105.35
06/28/2022,$108.52,1692751,$111.58,$113.37,$108.19
06/27/2022,$109.60,2187451,$111.25,$111.25,$109.00
06/24/2022,$110.09,4053664,$105.43,$111.70,$105.31
06/23/2022,$104.21,2486260,$105.33,$105.66,$102.3681
06/22/2022,$105.63,2311237,$104.70,$106.75,$104.32
06/21/2022,$106.46,2917496,$110.69,$111.31,$105.37
06/17/2022,$107.26,10006960,$104.26,$108.24,$103.015
06/16/2022,$102.11,4951541,$104.83,$104.935,$98.54
06/15/2022,$108.17,3081565,$108.71,$109.58,$105.70
06/14/2022,$106.58,2054151,$108.11,$108.55,$105.54
06/13/2022,$107.01,4449766,$109.01,$110.91,$106.2801
06/10/2022,$112.58,3779367,$115.84,$117.19,$111.44
06/09/2022,$119.34,2861190,$124.87,$125.05,$119.24
06/08/2022,$125.17,2043444,$126.60,$127.95,$124.33
06/07/2022,$128.23,1914494,$124.48,$128.61,$124.17
06/06/2022,$125.68,1758148,$125.26,$127.355,$123.49
06/03/2022,$124.05,1908634,$124.88,$125.74,$123.58
06/02/2022,$126.37,2070386,$125.73,$126.99,$123.785
06/01/2022,$124.96,2400375,$127.76,$128.5301,$123.43
05/31/2022,$127.86,3758032,$124.96,$128.95,$124.71
05/27/2022,$126.46,1890665,$124.49,$126.46,$124.42
05/26/2022,$124.41,1898211,$121.96,$125.28,$121.50
05/25/2022,$120.22,1973979,$116.36,$121.11,$115.925
05/24/2022,$116.83,2568479,$117.19,$118.04,$113.75
05/23/2022,$118.80,2243506,$116.57,$119.92,$115.96
05/20/2022,$113.70,2586651,$115.10,$115.79,$110.29
05/19/2022,$113.33,2508766,$112.46,$114.95,$112.23
05/18/2022,$114.39,2942388,$118.12,$118.85,$114.03
05/17/2022,$120.41,2943495,$117.81,$120.98,$116.91
05/16/2022,$113.97,2427539,$115.83,$116.83,$112.68
05/13/2022,$116.46,3067671,$115.67,$118.37,$115.26
05/12/2022,$114.15,3952017,$116.00,$117.88,$111.58
05/11/2022,$119.59,2785652,$121.26,$124.59,$119.40
05/10/2022,$121.03,2982103,$123.87,$124.99,$117.49
05/09/2022,$123.22,2852063,$124.78,$126.46,$122.32
05/06/2022,$127.04,2434197,$129.85,$130.29,$125.69
05/05/2022,$130.33,2605030,$132.00,$133.41,$129.02
05/04/2022,$134.30,2266458,$128.72,$134.46,$128.215
05/03/2022,$128.65,2096031,$127.51,$130.29,$126.265
05/02/2022,$126.64,2266308,$125.54,$126.85,$123.75
04/29/2022,$124.62,2806294,$128.85,$131.00,$124.36
04/28/2022,$129.38,3265318,$125.77,$130.51,$125.13
04/27/2022,$124.35,5465078,$120.98,$126.56,$119.88
04/26/2022,$132.23,2764091,$133.63,$136.29,$132.14
04/25/2022,$136.46,2573750,$133.92,$136.85,$131.25
04/22/2022,$135.28,2458587,$139.22,$139.50,$135.07
04/21/2022,$139.98,1925316,$143.13,$144.73,$139.63
04/20/2022,$141.85,2035740,$142.73,$144.235,$141.05
04/19/2022,$141.59,3119301,$138.09,$142.35,$138.09
04/18/2022,$137.98,2731274,$132.23,$139.13,$132.00
04/14/2022,$132.59,2289111,$132.73,$134.46,$132.18
04/13/2022,$132.62,1704089,$130.48,$132.97,$130.305
04/12/2022,$132.23,2026311,$130.91,$135.00,$130.63
04/11/2022,$131.23,1858039,$131.95,$133.95,$130.94
04/08/2022,$131.76,2597308,$130.41,$132.64,$129.68
04/07/2022,$129.31,4729774,$130.04,$132.74,$126.83
04/06/2022,$129.28,3611418,$130.22,$131.04,$128.67
04/05/2022,$130.42,2333539,$130.94,$132.35,$130.07
04/04/2022,$131.67,2230179,$130.97,$132.8655,$129.23
04/01/2022,$130.89,2829805,$133.02,$134.05,$130.06
03/31/2022,$131.29,3273191,$133.92,$136.14,$131.29
03/30/2022,$134.47,2795595,$135.70,$137.32,$133.56
03/29/2022,$135.69,2236631,$136.29,$137.86,$135.02
03/28/2022,$133.25,2747630,$134.95,$134.95,$131.12
03/25/2022,$135.88,2240666,$136.09,$136.85,$134.66
03/24/2022,$135.07,1883847,$135.21,$135.7016,$133.28
03/23/2022,$133.99,1994708,$136.77,$137.94,$132.88
03/22/2022,$138.17,2964533,$136.36,$140.70,$135.91
03/21/2022,$134.44,4071268,$138.20,$138.89,$133.26
03/18/2022,$138.21,6579311,$134.03,$138.52,$134.03
03/17/2022,$137.55,3153960,$132.07,$137.56,$131.16
03/16/2022,$137.84,3376818,$136.99,$141.20,$134.725
03/15/2022,$134.27,2853332,$133.73,$136.795,$132.855
03/14/2022,$133.67,3001376,$132.95,$136.38,$132.40
03/11/2022,$130.09,2514516,$131.46,$133.11,$129.67
03/10/2022,$130.26,3328581,$129.00,$132.10,$127.08
03/09/2022,$131.91,3061682,$132.18,$135.01,$130.98
03/08/2022,$126.08,3683389,$125.93,$130.745,$122.43
03/07/2022,$124.80,4877850,$132.49,$132.81,$124.70
03/04/2022,$134.12,3864852,$135.01,$135.17,$131.02
03/03/2022,$138.52,3837373,$142.12,$142.66,$136.01
03/02/2022,$141.20,3700880,$141.95,$143.84,$139.11
03/01/2022,$140.68,4335903,$152.38,$152.49,$140.15
02/28/2022,$153.27,3407953,$148.98,$153.51,$147.8877
02/25/2022,$153.59,2019475,$148.82,$154.33,$148.53
02/24/2022,$147.77,3693425,$143.01,$148.14,$141.03
02/23/2022,$149.47,2942830,$153.83,$154.65,$148.80
02/22/2022,$152.93,2095692,$153.52,$155.09,$151.18
02/18/2022,$153.96,3158381,$153.76,$157.276,$153.30
02/17/2022,$154.36,2201469,$157.09,$157.815,$153.10
02/16/2022,$158.86,1761966,$157.46,$160.54,$157.09
02/15/2022,$158.89,2090243,$156.99,$159.63,$156.37
02/14/2022,$155.14,2598321,$156.60,$158.09,$154.35
02/11/2022,$156.00,3041607,$156.19,$160.38,$154.73
02/10/2022,$157.51,2865526,$158.36,$160.50,$156.78
02/09/2022,$158.84,2173444,$156.94,$159.92,$156.78
02/08/2022,$155.98,3376374,$153.50,$156.3134,$152.64
02/07/2022,$152.17,2300388,$150.96,$153.48,$150.32
02/04/2022,$150.35,2201229,$149.00,$151.88,$148.57
02/03/2022,$148.29,1978017,$148.91,$151.11,$147.90
02/02/2022,$149.62,2446594,$149.48,$150.54,$146.93
02/01/2022,$150.49,3064056,$147.00,$150.86,$145.975
01/31/2022,$146.73,3789048,$141.34,$147.01,$140.41
01/28/2022,$142.62,3599441,$140.81,$142.72,$138.60
01/27/2022,$141.68,4048754,$146.82,$148.60,$140.82
01/26/2022,$144.90,7626818,$143.95,$149.95,$142.13
01/25/2022,$152.16,5634321,$146.73,$154.51,$144.5877
01/24/2022,$148.30,3964186,$143.24,$148.65,$140.68
01/21/2022,$146.52,2727297,$149.45,$149.45,$145.325
01/20/2022,$150.27,1962775,$151.69,$154.54,$149.83
01/19/2022,$151.61,2019325,$157.45,$158.10,$151.57
01/18/2022,$157.08,2393692,$160.62,$162.40,$155.80
01/14/2022,$160.56,3633157,$156.94,$160.63,$154.5201
01/13/2022,$161.37,2407389,$160.17,$162.30,$159.56
01/12/2022,$158.79,2133239,$159.53,$161.03,$158.46
01/11/2022,$158.51,2178262,$157.53,$158.857,$155.905
01/10/2022,$157.15,3876869,$156.79,$157.86,$154.10
01/07/2022,$154.69,3286301,$150.63,$155.63,$149.985
01/06/2022,$150.73,2622230,$149.07,$151.29,$146.20
01/05/2022,$148.26,2106095,$152.23,$153.00,$148.19
01/04/2022,$151.15,3478842,$150.43,$152.36,$149.76
01/03/2022,$148.34,2381644,$146.08,$149.35,$145.94
12/31/2021,$145.09,1356278,$145.20,$146.73,$144.98
12/30/2021,$145.49,1213555,$145.75,$147.30,$145.34
12/29/2021,$145.59,1332140,$146.20,$146.73,$145.21
12/28/2021,$146.20,1025727,$144.78,$147.88,$144.55
12/27/2021,$145.89,1291807,$145.46,$146.09,$143.59
12/23/2021,$145.10,1720276,$145.26,$146.72,$144.99
12/22/2021,$143.73,1669452,$142.97,$144.53,$142.13
12/21/2021,$143.51,2509920,$140.37,$143.745,$140.11
12/20/2021,$138.35,3246520,$140.39,$141.20,$136.5201
12/17/2021,$144.08,9088547,$147.35,$147.35,$142.64
12/16/2021,$148.02,3341672,$149.73,$150.24,$147.355
12/15/2021,$147.39,2702657,$148.35,$148.655,$144.00
12/14/2021,$147.92,2213861,$146.62,$149.53,$145.51
12/13/2021,$146.04,2608012,$149.26,$149.47,$145.575
12/10/2021,$150.41,2415296,$150.52,$151.45,$148.495
12/09/2021,$149.17,2311734,$148.24,$150.71,$147.06
12/08/2021,$148.81,2513347,$148.89,$150.05,$148.01
12/07/2021,$148.58,2840775,$147.97,$151.11,$147.28
12/06/2021,$145.94,2928721,$144.98,$147.85,$143.93
12/03/2021,$141.90,2773132,$143.02,$143.75,$140.68
12/02/2021,$143.36,3028352,$139.71,$145.17,$139.00
12/01/2021,$138.37,3540875,$144.50,$145.47,$138.35
11/30/2021,$140.53,6024150,$145.15,$146.00,$140.18
11/29/2021,$147.02,4261600,$151.24,$151.7293,$145.70
11/26/2021,$149.16,3081395,$150.54,$150.54,$144.37
11/24/2021,$155.86,2308678,$155.13,$157.96,$155.06
11/23/2021,$156.29,2596035,$154.00,$156.74,$153.21
11/22/2021,$153.21,2681047,$153.37,$154.65,$150.97
11/19/2021,$151.32,2754891,$150.50,$152.5499,$148.52
11/18/2021,$152.99,2485549,$152.07,$153.94,$150.465
11/17/2021,$151.95,3107944,$153.70,$155.00,$151.87
11/16/2021,$153.82,2678308,$156.50,$156.50,$152.75
11/15/2021,$156.36,1772023,$156.80,$158.43,$155.835
11/12/2021,$156.80,2143745,$156.83,$157.33,$155.025
11/11/2021,$157.15,1822710,$156.28,$158.66,$155.91
11/10/2021,$156.28,2274624,$155.48,$158.47,$155.48
11/09/2021,$155.42,2154420,$154.56,$156.11,$153.20
11/08/2021,$155.52,2279153,$156.48,$157.76,$154.79
11/05/2021,$154.87,2389557,$155.59,$157.59,$154.25
11/04/2021,$153.46,2462496,$153.00,$155.49,$152.30
11/03/2021,$153.90,3334122,$151.00,$155.35,$150.66
11/02/2021,$151.91,3788047,$153.22,$154.01,$150.87
11/01/2021,$153.01,3181737,$152.27,$154.8277,$152.2101
10/29/2021,$151.03,3863825,$152.84,$154.065,$150.22
10/28/2021,$152.50,4440305,$152.81,$153.93,$150.48
10/27/2021,$152.50,7343041,$160.14,$161.49,$151.78
10/26/2021,$164.85,3204035,$169.30,$170.00,$164.56
10/25/2021,$168.68,2368960,$168.21,$169.84,$166.22
10/22/2021,$167.84,2943392,$167.00,$169.43,$165.63
10/21/2021,$165.69,3420587,$172.48,$174.65,$165.07
10/20/2021,$173.25,2614037,$168.92,$173.47,$168.2599
10/19/2021,$169.79,1955039,$170.20,$170.44,$167.785
